PROIZVOD,SPAR_CENA,MERKATOR_CENA,TUS_CENA,NAJCENEJSI,RAZLIKA_EUR
Gazirana pijača, Blondie, Cockta, 0,5 l,1.00,1.05,,spar,0.05
Rum The Original, Bumbu, 40 % alkohola, 0,7 l,39.60,39.69,39.61,spar,0.09
Liker Bumbu, Cream, alk.15 vol%, 0,7 l,30.10,,30.11,spar,0.01
Pijača Rauch, Happy Day, Sunshine, pomaranča 25%, 1 l,1.99,2.66,2.49,spar,0.67
Malvazija, vrhunsko belo vino, Vinakoper, 0,75 l,12.58,5.59,,merkator,6.99
Vrhunsko rdeče vino, Palamida Gašper, 0,75 l,9.39,9.39,,merkator,0.00
Sladki refošk, kakovostno suho rdeče vino, Vinakoper, 0,75 l,6.78,7.39,,spar,0.61
Sirup Frupi, pomaranča s sladili, 1 l,1.43,,1.45,spar,0.02
Svetlo Pivo Heineken alk. 5 % vol. 6 x 0,33 L,1.37,,7.09,spar,5.72
Vino peneče Soligo, Prosecco Brut, alk.11 vol%, 0,75 l,10.99,10.69,10.99,merkator,0.30
Pivo Estrella Damm, alk. 4,6 vol %, 0,5 l, pločevinka,1.47,,1.49,spar,0.02
Rum Havana club Especilal plus, 0,7 l, alk. 37,5 vol%,17.99,,20.49,spar,2.50
LEDENI ČAJ BRESKEV SOLA, UNION, SOLA, 0,33L...,0.84,0.89,0.84,spar,0.05
Pijača Rauch, Happy day, Happy multivit. red, 1 l,1.99,2.49,2.54,spar,0.55
Pivo Bevog Deetz golden ale, 4,8 % alkohola, 0,33 l,2.69,2.69,,merkator,0.00
Negazirana naravna mineralna voda, Radenska Naturelle, 1,5 l,3.40,1.77,0.69,tus,2.71
Bio 100 % sok iz zelenih kokosovih orehov, Dr. Martins, 1 l,2.66,2.69,2.49,tus,0.20
Napitek Fresh, pomaranča, Cedevita, 340 ml,1.09,1.33,1.23,spar,0.24
Voda z okusom, Awake, Vitamin Well, 0,5 l,2.11,2.19,2.19,spar,0.08
Vino Tuš namizno belo alk.10,5 vol%, 2l,2.19,2.39,2.99,spar,0.80
Vino Tuš, rdeče suho, alk.11 vol%, 2 l,2.19,2.39,2.99,spar,0.80
Pijača, aloe vera z grozdjem, Lotte, 1,5 l,3.87,3.99,,spar,0.12
NEKTAR ANANAS HAPPY DAY, RAUCH, 1L,2.45,2.49,,spar,0.04
NEKTAR ČRNI RIBEZ HAPPY DAY, RAUCH, 1L,2.44,2.55,4.19,spar,1.75
Vino Žrebčeva kri, alk. 11 vol%, 0,75l,5.65,,5.83,spar,0.18
Gin Sax, alk.37,5 vol%, 1l,18.45,,18.49,spar,0.04
Svetlo pivo Kozel, Lager premium, 4,6 % alkohola, 0,5 l,5.68,1.51,5.79,merkator,4.28
Negazirana pijača, limonada in rdeče sadje, Dana, 1 l,1.67,1.66,1.69,merkator,0.03
Pivo Union radler grenivka, 2,0 % alkohola, 6 x 0,5 l,1.16,1.20,1.20,spar,0.04
Sivi pinot Quercus, vrhunsko belo vino, Vinska klet Goriška Brda, 0,75,4.98,4.99,,spar,0.01
Rebula Quercus, vrhunsko belo vino, Vinska klet Goriška Brda, 0,75 l,4.99,14.99,,spar,10.00
BELO VINO CHARDONAY MALVAZIJA, KLET BRDA, 0,75L...,4.99,4.99,,merkator,0.00
ENERGIJSKI NAPITEK HELL CLASSIC, 4X 250ML, PLOČ...,3.44,0.66,,merkator,2.78
Grenčica Pelinkovec, Badel Antique, 35% alkohola, 0,7 l,20.26,20.29,25.99,spar,5.73
Whisky Jameson Caskmates, alk.40 vol %, 0,7l,28.30,,28.99,spar,0.69
NAPITEK BRESKEV, FRUCTAL SUPERIOR, 1L,2.43,2.19,,merkator,0.24
Negazirana voda brez sladkorja, malina, Zala, 0,5 l,0.84,0.89,,spar,0.05
Pivo Budvar, Budweiser, 5,0 % alkohola, 0,5 l, 5+1 gratis,1.42,1.42,1.45,merkator,0.03
Pivo Nektar, svetlo, lager, pločevinka, alk.5 vol%, 0,5 l,1.16,,1.17,spar,0.01
Whiskey Jameson Black Barrel alk. 40 % vol. 0,7 L,41.30,,41.99,spar,0.69
ENERGIJSKI NAPITEK ULTRA WHITE, MONSTER, 0,5L...,1.73,,1.75,spar,0.02
Ledeni čaj, zeliščni, Sola, 0,5 l,0.85,0.99,,spar,0.14
Vino peneče JP, Chet divene muškat, alk.11 vol%, 0,75l,9.99,,12.99,spar,3.00
Temno Pivo Nikšičko alk. 6,2 % vol. 0,5 L,1.58,,1.70,spar,0.12
Cider Somersby Borovnica alk. 4,5 % vol. 0,5 L,1.49,,1.59,spar,0.10
Vino peneče J.P. Chenet, Ice edition Rose, alk.11 vol%, 0,2 l,3.18,,3.39,spar,0.21
JP Chenet Ice, peneče vino, 11% alkohola, Chenet, 0,75 l,7.99,8.39,8.79,spar,0.80
Brandy Skenderbeu, albanski, čelada, alk.40 vol%, 0,5 l,10.51,,11.72,spar,1.21
Sok, pomaranča, mango in korenček, Rauch Juice Bar, 0,8 l,3.89,3.89,,merkator,0.00
Sirup Sunquick Breskev Pomaranča 0,7 L,5.44,,5.49,spar,0.05
ENERGIJSKI NAPITEK STIMULATION, SHARK, 0,5L...,1.55,1.55,,merkator,0.00
Nektar, pomaranča, Dana, 1,5 l,2.66,2.66,,merkator,0.00
Aperitivo, Ramazzotti Rosato, 15 % alkohola, 0,7 l,14.10,14.19,,spar,0.09
POLTEMNO PIVO JANTARJEV LEŽAK, BERNARD, 0,5L...,2.28,2.29,,spar,0.01
Temno pivo Kozel, 3,8 % alkohola, 4 x 0,5 l,5.68,1.51,5.79,merkator,4.28
Sirup, gozdni sadeži, Fructal, 1 l,3.09,4.19,3.09,spar,1.10
Sadni Sirup Tuš Malina 1 L,2.01,,5.69,spar,3.68
Temno České pivo, Bernard, ZGO, 5,1 % alkohola, 0,5 l,2.28,2.29,,spar,0.01
Refošk, kakovostno rdeče vino, Okusi slovenske istre, Vinakoper, 1 l,2.89,3.49,3.89,spar,1.00
Vodka Absolut, mini pack mix, alk. od 38 vol% do 40 vol%, 5 x 0,05 l,1.77,1.79,1.80,spar,0.03
SIRUP JAGODA IN ALOE VERA, DANA, 1L,4.15,,4.59,spar,0.44
Whiskey Jack Daniel's Honey, alk.35 vol %, 0,7l + 2 kozarca,25.76,,29.49,spar,3.73
Negazirana naravna mineralna voda, Radenska Naturelle, 1 l,0.59,0.59,2.19,merkator,1.60
Cviček PTP, kakovostno rdeče vino, Pleterje, 1 l,4.98,3.39,,merkator,1.59
Sauvignonasse, kakovostno belo vino, Vinska klet Goriška Brda, 1 l,4.79,2.99,,merkator,1.80
NEKTAR ČRNI RIBEZ, FRUCTAL SUPERIOR, 0,2L...,0.87,0.88,0.95,spar,0.08
Vino JP Chenet, Cabernet Syrah, alk.13 vol%, 1,5 l,9.99,,9.29,tus,0.70
Sirup, banana in kivi, Frupi, 1 l,3.99,3.49,3.99,merkator,0.50
SADNA PIJAČA GOZDNI SADEŽI YIPPY, RAUCH, 0,33L...,1.44,1.39,1.39,merkator,0.05
Peneče vino, Asti, Martini, 0,75 l,12.98,12.99,,spar,0.01
Pivo Carlsberg, pločevinka, alk.5 vol%, 0,5 l,1.46,1.47,1.49,spar,0.03
Vodka Absolut alk. 40 % vol. 0,5 L,12.20,,15.99,spar,3.79
Cabernet-refošk-merlot, kakovostno rdeče vino, Vinakras, 5 l,17.22,20.39,,spar,3.17
SIRUP BOROVNICA, FRUPI, 1L,4.56,,4.59,spar,0.03
Sirup, pomaranča, Fructal, 1 l,5.22,4.99,5.29,merkator,0.30
Sok, jabolčni z ingverjem, Grčin sokovi, 1 l,0.94,2.99,,spar,2.05
Cabernet sauvignon, vrhunsko rdeče vino, Colja, 0,75 l,11.28,11.29,,spar,0.01
Pijača, mango, Dana, 1 l,1.89,1.88,2.11,merkator,0.23
PIJAČA ALOE VERA Z OKUSOM GROZDJA, LOTTE, 0,5L...,1.68,1.77,,spar,0.09
Vino peneče Martini, Prosecco, alk.11,5 vol%, 0,75 l,12.98,,10.99,tus,1.99
Pijača, borovnica, Dana, 1,5 l,2.33,2.44,,spar,0.11
Pijača, jagoda in jabolko, Dana, 1,5 l,2.21,2.22,,spar,0.01
PIJAČA BRESKEV IN JABOLKO YIPPY, RAUCH, 0,33L...,1.44,1.29,,merkator,0.15
Temno pivo, Guinness, 4,2 % alkohola, 4 x 0,44 l,10.45,10.49,,spar,0.04
Ljutomerčan, kakovostno belo vino, Ljutomerčan, 1 l,4.98,5.49,,spar,0.51
Sirup Mautner Markhof, malina, brez sladkorja, 0,7 l,4.21,,4.29,spar,0.08
Domači rum, Dana, 37,5 % alkohola, 1 l,9.99,15.99,14.99,spar,6.00
NEKTAR BRUSNICA HAPPY DAY, RAUCH, 1L,3.88,3.89,,spar,0.01
Pivo Tuborg Green, 4,6 % alkohola, 0,5 l,1.24,1.24,7.29,merkator,6.05
Gin, Bombay Sapphire, 40 % alkohola, 0,7 l,23.39,29.31,28.49,spar,5.92
Liker Pina Colada, Matiss, 15 % alkohola, 0,7 l,12.59,12.69,,spar,0.10
Vranac Pro Corde, rdeče vino, Plantaže, 0,75 l,5.98,8.99,6.29,spar,3.01
Negazirana naravna mineralna voda, Radenska Naturelle, 0,33 l,0.44,0.59,0.44,spar,0.15
Sirup, gozdni sadeži, Mercator, 1 l,5.22,4.33,,merkator,0.89
vino J.P.Chenet rose cins, alk. 12,5 vol %, 0,75 l,5.98,,5.99,spar,0.01
Pijača Fructal, Classic, hruška, jabolko, breskev, 3 x 1,5 l,2.69,1.39,2.99,merkator,1.60
SOK 100% ANANAS, FRUCTAL SUPERIOR, 1L,2.79,2.59,2.79,merkator,0.20
Negazirana naravna mineralna voda, Radenska Naturelle, 0,5 l,0.49,0.49,0.49,merkator,0.00
Srebrna radgonska penina, peneče vino, Radgonske Gorice, 4x0,75l,7.98,26.90,,spar,18.92
Sirup, malinovec, Frupi, 1 l,4.11,4.11,,merkator,0.00
RDEČE VINO CABERNET SYRAH, J.P. CHENET, 0,75L...,6.19,6.19,,merkator,0.00
Kabernet, kakovostno rdeče vino, Vinakoper, 1 l,4.69,4.49,,merkator,0.20
Sladki refošk, kakovostno rdeče vino, Simčič, 0,75 l,5.69,6.99,,spar,1.30
Borovničevec Dana alk. 20 % vol. 1 L,13.20,,14.49,spar,1.29
Domači Borovničevec Kejžar alk. 26 % vol. 0,7 L,18.39,,18.40,spar,0.01
Cviček PTP, kakovostno rdeče vino, KZ Krško, 1 l,4.27,4.39,4.49,spar,0.22
Vodka Black Sun, Puschkin, 14,5 % alkohola, 0,7 l,15.39,15.48,15.49,spar,0.10
Chardonnay, kakovostno belo vino, Simčič, 0,75 l,5.98,5.99,,spar,0.01
Modri pinot, vrhunsko rdeče vino, Kristančič, 0,75 l,14.68,16.19,,spar,1.51
Muškatna penina, peneče vino, Jeruzalem Ormož, 0,2 l,4.69,4.99,,spar,0.30
Whisky Chivas Regal Extra alk. 40 % vol. 0,7 L,32.80,,32.79,tus,0.01
Grenčica, pelinkovec, Badel, 31 % alkohola, 1 l,17.33,17.39,,spar,0.06
Naravna mineralna voda, Donat, 100% reciklirana plastenka, 1 l,2.19,0.59,0.59,merkator,1.60
Vodka, Absolut, 40 % alkohola, 1 l,23.34,23.39,26.49,spar,3.15
Izotonični napitek, citrus, Rauch Isotonic, 0,5 l,1.10,0.94,,merkator,0.16
Stock 84, Brandy, 38 % alkohola, 0,7 l,16.88,14.39,,merkator,2.49
Nektar, marelica, Dana, 1 l,1.88,1.88,2.69,merkator,0.81
Naravna mineralna voda, Donat, 100% reciklirana plastenka, 0,5 l,1.39,1.39,8.34,merkator,6.95
Grenčica, Jägermeister, 35 % alkohola, 1 l,25.58,25.59,,spar,0.01
Škotski Whiskey, Johnnie Walker, Red Label, 40 % alkohola, 1 l,26.43,26.44,,spar,0.01
Pijača, Multi Sola, 0,5 l,0.88,0.99,,spar,0.11
Nektar, breskev, Dana, 1 l,2.69,2.60,2.69,merkator,0.09
Ledeni čaj, brusnica, Sola, 0,5 l,0.91,0.99,0.92,spar,0.08
RDEČE VINO IZBRANI TERAN ELITE, VINAKRAS, 0,75L...,6.99,6.99,,merkator,0.00
Cabernet sauvignon, vrhunsko rdeče vino, Vinakoper, 0,75 l,5.68,5.69,,spar,0.01
Ledeni čaj, brusnica, Sola , 1,5 l,1.47,1.49,1.49,spar,0.02
Ledeni čaj, breskev, Sola, 1,5 l,1.47,1.49,1.49,spar,0.02
Kremni liker, Carolans, 17 % alkohola, 0,7 l,18.92,18.99,19.49,spar,0.57
Domači Rum Dana alk. 37,5 % vol. 0,5 L,8.19,,8.29,spar,0.10
Kanadski Whiskey, Canadian Special Old, 40 % alkohola, 0,7 l,12.60,12.59,12.61,merkator,0.02
Sok, pomaranča s sadnimi delci, Happy Day, 1 l,2.29,3.49,,spar,1.20
Sirup, limeta in melisa, Dana, 1 l,4.56,4.67,4.67,spar,0.11
Traminec, vrhunsko belo vino, Radgonske gorice, 0,75 l,8.99,9.99,,spar,1.00
SIRUP JABOLKO, FRUCTAL, 1L,5.56,,5.99,spar,0.43
Chardonnay Ricorvo, vrhunsko belo vino, Vinakoper, 0,75 l,5.88,5.89,,spar,0.01
Rebula, peneče vino, Vinska klet Goriška Brda, 0,75 l,7.99,7.99,,merkator,0.00
Vodka Keglevich alk. 38 % vol. 0,7 L,12.13,,13.49,spar,1.36
Muškat - Verduc Quercus, vrhunsko belo vino, Vinska klet Goriška Brda,,5.99,5.99,,merkator,0.00
Grenčica, Jägermeister, 35 % alkohola, 0,7 l,18.77,18.79,,spar,0.02
Renski rizling, vrhunsko belo vino, Jeruzalem Ormož, 0,75 l,6.78,6.89,,spar,0.11
Rumeni muškat, vrhunsko belo vino, Jeruzalem Ormož, 0,75 l,7.88,7.49,,merkator,0.39
Domači Rum Fructal alk. 40 % vol. 0,5 L,8.51,,8.79,spar,0.28
Sivi pinot, vrhunsko belo vino, Jeruzalem Ormož, 0,75 l,7.88,7.79,,merkator,0.09
Whisky Four Roses alk. 40 % vol. 0,7 L,22.30,,22.49,spar,0.19
Zeliščni Liker Tuš alk. 30 % vol. 0,7 L,8.29,,9.49,spar,1.20
Nektar Immunity, granatno jabolko in borovnica, Fructal, 1 l,3.18,2.89,,merkator,0.29
Temno pivo, Erdinger Dunkel, 5,3 % alkohola, 0,5 l,1.99,2.02,,spar,0.03
NAPITEK KOMBUCHA RAZZMATAZZ, ISA´S, 250ML...,2.49,,2.49,spar,0.00
GAZIRANA LIMONADA, LEMONISH CLASSIC, 1,25L...,2.39,,2.49,spar,0.10
Whisky Ballantines Brasil alk. 35 % vol. 0,7 L,16.59,,20.49,spar,3.90
SADNA PIJAČA MALINA YIPPY, RAUCH, 0,33L,1.44,,1.39,tus,0.05
Pijača 4Move, izotonik, Multifruit, 0,75 l,1.55,,1.55,spar,0.00
Rum La Hechicera reseva familar, alk. 40 vol%, 0,7 l,46.30,,46.31,spar,0.01
Nefiltrirano pivo Tektonik Nor Mal Olstar Pale Ale, 5,1 % alkohola, 0,,0.95,2.99,1.47,spar,2.04
Rum Bacardi, Spiced, alk.35 vol%, 0,7 l,18.98,,20.83,spar,1.85
Napitek Fresh, bezeg in limona, Cedevita, 340 ml,1.09,1.33,1.19,spar,0.24
Pijača, Gin&Tonic Pink, Beefeater, 4,9 % alkohola, 0,25 l,2.39,2.39,2.69,merkator,0.30
PIJAČA VITAMIN LIMONA DETOX, DANA, 0,75L,1.54,,1.55,spar,0.01
Konjak Hennessy alk. 40 % vol. 0,7 L,70.59,,46.99,tus,23.60
NAPITEK ALOE VERA BREZ SLADKORJA, LOTTE, 500ML...,1.68,1.77,,spar,0.09
Energijski napitek, Apple Kiwi, Burn, 0,25 l,1.10,1.06,,merkator,0.04
Pivo Pelicon, Yes boss!, Pale Ale, 4,8 % alkohola, 0,5l,3.19,3.19,,merkator,0.00
Gin monologue, Fructal, 42 %, steklenica 1 l,36.45,36.49,,spar,0.04
Pivo Staropramen poltemno Granat, pasterizirano, 4,8% alkohola, 0,5 l,1.31,1.49,1.29,tus,0.20
Gazirana pijača, limona, Coca Cola Zero, 1 l,1.62,1.66,,spar,0.04
Pivo Bevog, Tak Pale ale, pločevinka, alk.5,5 vol%, 0,33 l,2.49,2.49,2.59,merkator,0.10
Pivo Bevog, Kramah-Ipa, pločevinka, alk.6,5 vol%, 0,33 l,3.00,,3.09,spar,0.09
100% SOK ARONIJA, DANA, 1L,4.59,4.69,,spar,0.10
PŠENIČNO PIVO, BREZALKOHOLNO, ERDINGER, 0,5 L, ...,1.59,1.69,1.59,spar,0.10
NAPITEK BRESKEV ANTIOXIDANT, VITAMIN WELL, 0,5L...,2.11,2.19,,spar,0.08
Whisky Jameson alk. 40 % vol. 0,05 L,3.20,,3.31,spar,0.11
Vrtovčan, kakovostno belo vino, Vipava 1894, 1 l,5.98,5.29,,merkator,0.69
Pivo Stiegl, Goldbräu, alk.5,0 vol%, pločevinka, 0,5 l,1.51,,1.49,tus,0.02
LEDENI ČAJ MEDITERANSKA BRESKEV, FRUCTAL, 0,5L...,0.99,0.89,,merkator,0.10
Whiskey, Jameson, 40 % alkohola, 1 l,31.53,31.99,,spar,0.46
Pšenično pivo Münchener Bier, Paulaner, ZGO, 5,5 % alkohola, 0,5 l,2.00,1.99,2.09,merkator,0.10
Cabernet-merlot, rdeče vino, Vinska klet Goriška Brda, 5 l,18.49,18.49,,merkator,0.00
Domači Rum alk. 37,5 % vol. 0,5 L,5.49,,7.29,spar,1.80
Konjičan, belo vino, Zlati Grič, 1 l,6.38,6.39,,spar,0.01
Vodka Absolut, Raspberri, alk. 38 vol%, 0,7 l,16.79,17.79,17.05,spar,1.00
NEGAZIRANA NARAVNA MINERALNA VODA, JANA, 0,5L...,0.54,1.21,0.55,spar,0.67
SIRUP BEZEG YO, 0,7L,4.21,,4.29,spar,0.08
Whiskey, Jameson, 40 % alkohola, 0,7 l + 2 kozarca,25.60,25.69,,spar,0.09
Teranov liker, desertno vino, Vinakras, 14,5 % alkohola, 1 l,11.59,11.49,,merkator,0.10
Vino Bagueri Chardonnay, alk.14 vol%, 0,75l,3.19,,6.99,spar,3.80
Brezalkoholno pivo Laško Zlatorog, 0,0 % alkohola, 0,5 l,7.69,1.32,1.14,tus,6.55
Viljamovka Kejžar alk. 40 % vol. 0,7 L,26.48,,26.49,spar,0.01
Gazirana Pijača Coca Cola Zero Brez Sladkorja 1,5 L,1.85,3.78,1.95,spar,1.93
Naravna gazirana mineralna voda, Radenska Classic, Medium, 0,5 l,0.68,0.69,0.35,tus,0.34
Pivo Union Premium, Hoppy Lager, svetlo, stk., alk.0,0 vol%, 0,5 l,7.69,,1.34,tus,6.35
Kakovostno belo vino Jeruzalemčan, Jeruzalem, 1 l,5.49,5.79,,spar,0.30
Sladki muškat, vrhunsko belo vino, Vinakoper, 0,75 l,6.99,7.59,,spar,0.60
Cabernet Bagueri, vrhunsko rdeče vino, Vinska klet Goriška Brda, 0,75 ,14.98,14.99,,spar,0.01
Teran posebna polnitev, vrhunsko rdeče vino, Vinakras, 0,75 l,6.78,10.89,,spar,4.11
Brandy, Stock 84, 38 % alkohola, 1 l,20.90,20.89,,merkator,0.01
Rum Bacardi, Carta Oro, alk.37,5 vol%, 0,7 l,18.98,,20.49,spar,1.51
Chardonnay, vrhunsko belo vino, Jeruzalem Ormož, 0,75 l,6.78,6.99,,spar,0.21
SIRUP POMARANČA, FRUCTAL, 1L,5.28,6.39,6.49,spar,1.21
Konjak Martell, vsop, alk.40 vol%, 0,7l,36.38,36.89,50.99,spar,14.61
Pijača Fever Tree, tonik, pink grapefruit, 0,5 l,3.44,,2.49,tus,0.95
Ledeni čaj, malina in hibiskus, Jana, 1,5 l,1.33,1.33,,merkator,0.00
Pijača, Multi Sola, 0,33 l,0.82,0.88,,spar,0.06
Naravna gazirana mineralna voda, Radenska Classic, steklenica, 1 l,0.68,0.69,,spar,0.01
Pivo Union, PS temno nefiltrirano, pločevinka, 4,6 % alkohola, 0,5 l,1.51,1.49,1.55,merkator,0.06
NEKTAR JAGODA IN JABOLKO, SPAR, 1L,1.26,0.99,1.95,merkator,0.96
Cider jabolko, Somersby, 4,5 % alkohola, 0,5 l,1.49,1.56,1.59,spar,0.10
LEDENI ČAJ VIPAVSKA BRESKEV, FRUCTAL, 1,5L...,1.88,1.99,,spar,0.11
100% BISTRI SOK JABOLKO SUPERIOR, FRUCTAL, 1L...,2.29,2.39,,spar,0.10
Haložan, kakovostno belo vino, Ptujska klet, 1 l,5.79,5.79,,merkator,0.00
Pivo Radler Ožujsko Grenivka alk. 2 % vol. 0,5 L,1.20,1.24,1.39,spar,0.19
Nektar Relax, mango in breskev, Fructal, 1 l,2.59,2.19,,merkator,0.40
Brezalkoholno pivo Hoppy Lager, Union, 0,0 % alkohola, 0,5 l,1.14,1.34,1.07,tus,0.27
Malvazija, kakovostno belo vino, Vinakoper, 1 l,5.69,4.99,,merkator,0.70
NEGAZIRANA IZVIRSKA VODA JABOLKO, ZALA, 0,5L...,0.84,0.59,0.33,tus,0.51
Whiskey Jameson, Caskmates IPA, alk.40 vol%, 0,7 l,23.30,28.39,28.70,spar,5.40
Svetlo Pivo Heineken alk. 5 % vol. 24 x 0,5L,1.48,,1.48,spar,0.00
Pivo Smile, alk.4,5 vol %, st., 0,33l,1.50,,1.50,spar,0.00
Malvazija, vrhunsko belo vino, Vinakras, 0,75 l,5.98,5.99,,spar,0.01
Gazirana Namizna Voda Tempel 1,5 L,0.84,,0.85,spar,0.01
Belo vino Sončni kralj, polsuho, Radgonske Gorice, 1 l,5.49,3.69,,merkator,1.80
Gazirana pijača, Tonic Water, Schweppes, 1,5 l,2.28,2.44,2.44,spar,0.16
Cabernet Sauvignon Quercus, vrhunsko rdeče vino, Vinska klet Goriška B,5.99,5.99,,merkator,0.00
PIVO HEINEKEN, SVETLO, 5%ALK., PLOČ.,0,33L...,1.23,,1.22,tus,0.01
Peneči Muškat, peneče vino, Vinska klet Goriška Brda, 0,75 l,7.99,7.99,,merkator,0.00
Rose Quercus, Vinska klet Goriška Brda, 0,75 l,6.59,5.99,,merkator,0.60
Instant napitek, ananas in mango, Cedevita, 900 g,7.34,7.34,,merkator,0.00
Instant napitek, Ananas in mango, Cedevita, 455 g,4.45,4.56,,spar,0.11
Radler Ožujsko, limona, pločevinka, alk.2 vol%, 0,5 l,1.34,,1.34,spar,0.00
Vino Cabernet sauvignon, alk.12 vol%, 0,75l,4.99,,20.99,spar,16.00
Vino Jeruzalem Ormož, Laški rizling, alk.12,5 vol%, 1 l,4.89,,5.29,spar,0.40
100% JABOLČNI SOK HAPPY DAY, RAUCH, 1,5L,2.69,2.99,,spar,0.30
Brezalkoholno pivo Laško Malt Dark, limona in šipek, 0,5 l,1.09,1.09,,merkator,0.00
Pivo svetlo Kozel, 4,6% alkohola, 0,5l x 4, pločevinka,1.49,5.79,,spar,4.30
PIVO GHOST SHIP PALE ALE, ADNAMS, 0,44L,2.50,2.49,,merkator,0.01
Whisky Nikka, From The Barrel, alk.51,4 vol%, 0,5 l,57.17,,45.69,tus,11.48
Liker Malibu, alk.21vol%, 0,05l,1.70,,1.85,spar,0.15
SOK JABOLKO SUPERIOR, FRUCTAL, 0,2L,0.79,0.94,0.79,spar,0.15
Konjak Armagnac, saint vivant, alk.40 vol%, 0,7l,32.89,,33.99,spar,1.10
Energijski napitek, brez sladkorja, Red Bull, 355 ml,2.29,2.29,,merkator,0.00
Pivo, Laško Zlatorog, 4,9 % alkohola, 0,33 l,6.24,1.07,,merkator,5.17
Whisky Chivas Regal 12 YO alk. 40 % vol. 0,5 L,22.70,,23.99,spar,1.29
Naravna gazirana mineralna voda, Jamnica, 1,5 l, 3+1 gratis,0.89,4.45,0.89,spar,3.56
Ledeni čaj, breskev, Sola, 0,5 l,0.91,0.99,0.92,spar,0.08
Gazirana pijača, Bitter Lemon, Schweppes, 1,5 l,2.28,2.44,2.44,spar,0.16
Čisti alkohol, Dana, 1 l,32.56,32.59,,spar,0.03
Dolenjski Sadjevec Dana alk. 40 % vol. 1 L,19.44,,19.44,spar,0.00
Pepsi cola, 0,33l,0.93,,0.93,spar,0.00
Kaša sadna Fructal, Berry boost, 200 g,2.19,,2.19,spar,0.00
Pivo Bevog Woo, brezalkoholno, pločevinka, 0,33 l,2.29,,2.29,spar,0.00
Brezalkoholni radler Fassbrauses, mojito, 0,0 % alkohola, 0,5 l,1.09,1.10,1.10,spar,0.01
NARAVNA MINERALNA NEGAZIRANA VODA, PROLOM, 1,5L...,0.99,0.99,0.99,merkator,0.00
PIJAČA VITAMIN POMARANČA IMMUNO, DANA, 0,75L...,1.54,,1.55,spar,0.01
Temno Pivo Zlatorog alk. 4,9 % vol. 0,5 L,1.31,,1.35,spar,0.04
ENERGIJSKI NAPITEK STIMULATION, SHARK, 0,25L...,1.09,1.21,,spar,0.12
Metliška črnina, kakovostno rdeče vino, KZ Metlika, 1 l,4.49,4.49,,merkator,0.00
NEGAZIRANA NARAVNA MINERALNA VODA, JANA, 1L...,0.62,0.67,0.59,tus,0.08
Svetlo Pivo Jelen alk. 5 % vol. 0,5 L,1.35,,1.31,tus,0.04
Žganje medeno Kejžar, alk.28 vol%, 0,7l,18.48,,18.49,spar,0.01
Šampanjec Moet & Chandon, brut, alk.12 vol%, 0,75 l,61.38,,60.99,tus,0.39
NEGAZIRANA NARAVNA MINERALNA VODA, DANA, 1,5L...,0.69,,0.69,spar,0.00
Škotski Whiskey, Ballantine's Finest, 40 % alkohola, 0,7 l + 2 kozarca,19.18,20.90,19.49,spar,1.72
NAPITEK POMARANČA SUNNY, BRAVO, RAUCH, 1,5L...,1.69,1.69,,merkator,0.00
Rumeni muškat, vrhunsko belo vino, Emino, 1 l,5.48,5.49,,spar,0.01
Traminec, vrhunsko belo vino, Jeruzalem Ormož, 0,75 l,7.88,7.99,,spar,0.11
GAZIRANA PIJAČA COLA LIGHT, SPAR, 1,5L,1.10,,0.88,tus,0.22
PIJAČA JABOLKO GRANDE APPLE, FRUCTAL, 2L,2.22,2.22,2.29,merkator,0.07
Gazirana pijača, Refreshingly Light Indian Tonic Water, Fever Tree, 0,,3.49,3.65,3.49,spar,0.16
Haložan, kakovostno belo vino, Ptujska klet, 1,5 l,8.99,8.99,,merkator,0.00
Grenčica Bitter, zeliščni, Cynar, 1 l,19.28,19.29,,spar,0.01
Vino Sivi Pinot, alk.13,5 vol%, 0,75l,6.58,,5.29,tus,1.29
Liker Ramazzotti, Crema Capuccino, alk.17 vol%, 0,7 l,19.99,,18.99,tus,1.00
Instant napitek, limonska trava, Oraketa, 400 g,3.99,3.99,3.99,merkator,0.00
Gin, Beefeater, 40 % alkohola, 1 l,23.93,23.99,25.49,spar,1.56
Mešana alkoholna pijača, Malibu Cola, 5 % alkohola, 0,25 l,2.39,2.39,,merkator,0.00
Cabernet Sauvignon Ventus, rdeče suho vino, Vipava 1894, 0,75 l,6.38,5.99,,merkator,0.39
Rose Ventus, suho vino, Vipava 1894, 0,75 l,5.28,5.29,,spar,0.01
BREZALKOHOLNI GIN GORDON´S 0,0% ALK, 0,7L...,20.89,,21.49,spar,0.60
Rum Canerock, aromatiziran, alk.40 vol%, 0,7 l,45.21,,39.99,tus,5.22
Rum Plantatiom, Grande reserve, alk.40vol %, 0,7l,33.69,,34.99,spar,1.30
Beli Rum Captain Morgan alk. 37,5 % vol. 0,7 L,21.68,,21.68,spar,0.00
Gin Gordon's London Dry, 1 l,25.65,25.49,,merkator,0.16
Freixenet, brezalkoholno peneče vino, Freixenet, 0,75 l,10.48,11.39,,spar,0.91
Konjak Martell VS alk. 40 % vol. 0,03 L,2.29,,2.39,spar,0.10
Vodka Fructal 2000, alk.37,5 vol%, 1l,19.40,,15.99,tus,3.41
