name,price,sale_price,store,date
"GIRLANDA PERLE, RDEČA, 8 MM, 10 M",2.99,,Spar,2026-01-02 00:00:00
"GIRLANDA PERLE, SREBRNA, 8 MM, 10 M",1,,Spar,2026-01-02 00:00:00
"GIRLANDA PERLE, ZLATA, 8 MM, 10 M",2,,Spar,2026-01-02 00:00:00
"GIRLANDA Z RESICAMI, 3,6M, SIMPEX CELEBRATION",3.99,,Spar,2026-01-02 00:00:00
girlanda-happy-birthday,4.39,,Tus,2026-01-02 00:00:00
"GLADKA MOKA ¨TA BOLJŠA¨ TIP400, KLASJE, 1KG",1.28,,Spar,2026-01-02 00:00:00
gladka-moka-farina-1-kg-,1.77,,Tus,2026-01-02 00:00:00
gladka-psenicna-moka-zito-tip-500-1-kg-,1.19,,Tus,2026-01-02 00:00:00
gladka-ta-boljsa-moka-tip-400-1-kg-,1.29,,Tus,2026-01-02 00:00:00
"GLAVNIK PROTI BOLHAM IN UŠEM ZA PSE IN MAČKE, VITAKRAFT, 1/1",3.59,,Spar,2026-01-02 00:00:00
"GLAZURA BALZAMIČNI KIS DESPAR PREMIUM, 250ML",2.99,,Spar,2026-01-02 00:00:00
"GLAZURA PRELIV ZA KOLAČE MLEČNI, DR.OETKER, 150G",2.69,,Spar,2026-01-02 00:00:00
"GLAZURA Z BALZAMIČNIM KISOM IZ MODENE, PONTI, 250G",3.99,,Spar,2026-01-02 00:00:00
"GLINA ZA KOPELI, GLINA BOLUS, 1KG",6.69,,Spar,2026-01-02 00:00:00
"GLINA ZA OBLIKOVANJE LAS 6, TAFT, 75ML",5.79,,Spar,2026-01-02 00:00:00
"GLINA ZA OBLIKOVANJE LAS PHENOMENAL 5, GOT2B, 100ML",3.99,,Spar,2026-01-02 00:00:00
"GLINA ZA OBLOGE, GLINA BOLUS, 1,7KG",10.49,,Spar,2026-01-02 00:00:00
"GLINENA MASKA PORE DETOX, BIO VEGANE, 2X15ML",2.69,,Spar,2026-01-02 00:00:00
"GLINENA MASKA ZA OBRAZ Z ALOE VERO, GLINA BOLUS, 160G",8.59,,Spar,2026-01-02 00:00:00
"GLINENA MASKA ZA OBRAZ Z ZELENIM ČAJEM, GLINA BOLUS, 100G",8.59,,Spar,2026-01-02 00:00:00
"GLINENA PASTA PROTI GLIVICAM, GLINA BOLUS, 70G",9.9,,Spar,2026-01-02 00:00:00
"GLINENA ZOBNA PASTA, GLINA BOLUS, 90G",9.49,,Spar,2026-01-02 00:00:00
"GLINENI PESEK ZA PTIČE, FIFFY, 2,5KG",1.99,,Spar,2026-01-02 00:00:00
"GLINENI ŠAMPON Z ZELENIM ČAJEM ZA MASTNE LASE, GLINA BOLUS, 200ML",11.39,,Spar,2026-01-02 00:00:00
"GLINENO KONOPLJINO MAZILO ZA OBRAZ IN TELO, GLINA BOLUS, 50G",10.89,,Spar,2026-01-02 00:00:00
"GLINENO MILO ALOE VERA IN ZELENI ČAJ ZA OBRAZ IN TELO, GLINA BOLUS, 100G",5.99,,Spar,2026-01-02 00:00:00
"GLINENO MILO ZA OBRAZ IN TELO, GLINA BOLUS, 100G",5.99,,Spar,2026-01-02 00:00:00
"GLINENO OGNJIČEVO MAZILO ZA OBRAZ IN TELO, GLINA BOLUS, 50G",10.89,,Spar,2026-01-02 00:00:00
"GLINENO OGNJIČEVO MILO ZA OBRAZ IN TELO, GLINA BOLUS, 100G",5.99,,Spar,2026-01-02 00:00:00
"GLINENO SIVKINO MILO ZA OBRAZ IN TELO, GLINA BOLUS, 100G",5.99,,Spar,2026-01-02 00:00:00
gnojilo-palcke-za-rdece-rastline-substral,4.89,,Tus,2026-01-02 00:00:00
gnojilo-palcke-za-zelene-rastline-substral,4.89,,Tus,2026-01-02 00:00:00
gnojilo-substral-univerzalno-tekoce-mineralno-1l,8.79,,Tus,2026-01-02 00:00:00
gnojilo-tus-za-orhideje-tekoce-250ml,5.29,,Tus,2026-01-02 00:00:00
gnojilo-tusev-cvet-tekoce-1l,4.49,,Tus,2026-01-02 00:00:00
gnojilo-vetisa-rza-cvet-750g-njiva,6.99,,Tus,2026-01-02 00:00:00
gnojilo-za-cvetoce-balkonske-rastline-asef,7.79,,Tus,2026-01-02 00:00:00
gnojilo-za-orhideje-palcke-substral-9-g,4.79,,Tus,2026-01-02 00:00:00
gnojilo-za-orhideje-plantella-80-g,5.49,,Tus,2026-01-02 00:00:00
gnojilo-za-zelene-rastline-tekoce-500ml,5.99,,Tus,2026-01-02 00:00:00
"GOBA Z ABRAZIVOM MAXI, PEREX, 1/1",1.19,,Spar,2026-01-02 00:00:00
"GOBA Z ABRAZIVOM PEREX, 3/1",2.59,,Spar,2026-01-02 00:00:00
"GOBA ZA PRANJE AVTA MAXI, 1/1",3.29,,Spar,2026-01-02 00:00:00
"GOBASTA KRPA VILEDA, 10/1",7.49,,Spar,2026-01-02 00:00:00
"GOBASTA KRPA VILEDA, 3/1",3.99,,Spar,2026-01-02 00:00:00
"GOBASTA KRPA VILEDA, 5/1",4.98,,Spar,2026-01-02 00:00:00
"Gobasta krpa, 18 x 20 cm, Vileda, 3/1",4.09,,Mercator,2026-01-02 00:00:00
"GOBASTE KRPE IZ MIKROVLAKEN, SPLENDID, 3/1",2.49,,Spar,2026-01-02 00:00:00
"GOBE MEŠANE, SPAR, 450 G",4.99,,Spar,2026-01-02 00:00:00
"GOBE ŠITAKE ( LENTINUS EDODES), HOUSE OF ASIA, 30G",3.29,,Spar,2026-01-02 00:00:00
"GOBE ŠITAKE, 200G",2.59,,Spar,2026-01-02 00:00:00
"GOBE V OLJU TRIS, COOLHOUSE, 290 G",4.99,,Spar,2026-01-02 00:00:00
gobe-mesane-z-jurcki-zamrznjeno-450-g,2.49,,Tus,2026-01-02 00:00:00
"GOBICA BREZ PRASK PUR ACTIVE, VILEDA, 2/1",3.98,,Spar,2026-01-02 00:00:00
"GOBICA BREZ PRSAK PUR ACTIVE, VILEDA, 2/1",3.28,,Spar,2026-01-02 00:00:00
"GOBICA DAMP DUSTER, ROZA, SCRUB DADDY, 1/1",4.49,,Spar,2026-01-02 00:00:00
"GOBICA DISH DADDY POMIVALNA KRTAČA Z DOZIRNIKOM, RUMENA, SCRUB DADDY, 1/1",2,,Spar,2026-01-02 00:00:00
"GOBICA DISH DADDY REFILLS, ROZA, SCRUB DADDY, 2/1",1,,Spar,2026-01-02 00:00:00
"GOBICA DISH DADDY REFILLS, RUMENA, SCRUB DADDY, 2/1",1,,Spar,2026-01-02 00:00:00
"GOBICA ERASER DADDY, SCRUB DADDY, 2/1",1,,Spar,2026-01-02 00:00:00
"GOBICA GLITZI PLUS, VILEDA, 3/1",3.19,,Spar,2026-01-02 00:00:00
"GOBICA SCRUB DADDY RUMENA, 1/1",3.99,,Spar,2026-01-02 00:00:00
"GOBICA SCRUB MOMMY ROZA, 1/1",3.99,,Spar,2026-01-02 00:00:00
"GOBICA STEKLOKERAMIKA GLITZI, VILEDA, 2/1",4.99,,Spar,2026-01-02 00:00:00
"GOBICA ZA BELE ŠPORTNE COPATE, SNEAKER CARE, 1/1",6.69,,Spar,2026-01-02 00:00:00
"GOBICA ZA INOX IN TEFLON PEREX, 1/1",1.49,,Spar,2026-01-02 00:00:00
"GOBICA ZA LOŠČENJE ČEVLJEV 1-2-3, ČRNA, ERDAL, 1/1",2.55,,Spar,2026-01-02 00:00:00
"GOBICA ZA LOŠČENJE ČEVLJEV 1-2-3, NEVTRALNA, ERDAL, 1/1",2.55,,Spar,2026-01-02 00:00:00
"GOBICA ZA NEGO ČEVLJEV ZA GLADKO USNJE, ČRNA, SPLENDID, 1/1",1.54,,Spar,2026-01-02 00:00:00
"GOBICA ZA NEGO ČEVLJEV ZA GLADKO USNJE, NEVTRAL, SPLENDID, 1/1",1.54,,Spar,2026-01-02 00:00:00
"GOBICA ZA NEGO ČEVLJEV ZA VELUR IN NUBUK USNJE, SPLENDID, 1/1",1.54,,Spar,2026-01-02 00:00:00
"GOBICA ZA POMIVANJE VILEDA, 10/1",2.99,,Spar,2026-01-02 00:00:00
gobica-atomic-zicna-limona-41,1.59,,Tus,2026-01-02 00:00:00
gobica-atomic-zicna-milo-41,1.55,,Tus,2026-01-02 00:00:00
gobica-glitzi-31,3.79,,Tus,2026-01-02 00:00:00
gobica-glitzi-plus-21,3.19,,Tus,2026-01-02 00:00:00
gobica-glitzi-standard,1.99,,Tus,2026-01-02 00:00:00
gobica-penasta-perex-z-abrazivom-41,2.79,,Tus,2026-01-02 00:00:00
gobica-perex-z-abrazivom-3--1-gratis,3.19,,Tus,2026-01-02 00:00:00
gobica-rainbow-101,3.02,,Tus,2026-01-02 00:00:00
gobica-tus-31,0.99,,Tus,2026-01-02 00:00:00
gobica-tus-max-cudezna-21,2.89,,Tus,2026-01-02 00:00:00
gobica-vileda-miraclean-klasik-41,6.29,,Tus,2026-01-02 00:00:00
gobica-vileda-puractive-21,3.29,,Tus,2026-01-02 00:00:00
gobica-vileda-ultra-fresh-21,3.39,,Tus,2026-01-02 00:00:00
gobica-vileda-ultrafresh-31,4.99,,Tus,2026-01-02 00:00:00
gobica-za-cevlje-sneaker-care-za-belo-obutev,6.79,,Tus,2026-01-02 00:00:00
gobica-za-ciscenje-kovinska-21,1.99,,Tus,2026-01-02 00:00:00
gobica-za-posodo-spontex-z-oprimkom-31,1.39,,Tus,2026-01-02 00:00:00
"GOBICE NA ŽARU POLNJENE S SIROM, ALMITO, 280G",6.25,,Spar,2026-01-02 00:00:00
"GOBICE ZA ČIŠČENJE, S-BUDGET, 10/1",0.59,,Spar,2026-01-02 00:00:00
gobice-bozicne-21,2,,Tus,2026-01-02 00:00:00
gobice-eko-21,1.35,,Tus,2026-01-02 00:00:00
gobice-tip-top-31,2.69,,Tus,2026-01-02 00:00:00
gobice-tus-za-posodo-101,0.93,,Tus,2026-01-02 00:00:00
"GOBOVA JUHA JURČKI IN POPEČENIMI KRUHKI CUP A SOUP, KNORR, 15G",0.99,,Spar,2026-01-02 00:00:00
"GOBOVA JUHA Z JURČKI, KNORR, 50G",1.69,,Spar,2026-01-02 00:00:00
"GOBOVA JUHA Z JURČKI. KNORR, 50G, 3+1 GRATIS",5.07,,Spar,2026-01-02 00:00:00
"GOBOVA JUHA Z LISIČKAMI, KNORR, 56G",1.69,,Spar,2026-01-02 00:00:00
"GOBOVA KREMNA JUHA, SPAR FEINE, 64G",0.67,,Spar,2026-01-02 00:00:00
"GOBOVA OMAKA, FANT, 45G",1.98,,Spar,2026-01-02 00:00:00
gobova-juha-knorr-z-jurcki-50-g,1.69,,Tus,2026-01-02 00:00:00
"GOJI JAGODE SUHE, BIMED, 200G",4.29,,Spar,2026-01-02 00:00:00
golaz-goveji,18.49,,Tus,2026-01-02 00:00:00
golaz-goveji,15.99,,Tus,2026-01-02 00:00:00
golaz-podravka-goveji-duo-pack-2x200g,6.79,,Tus,2026-01-02 00:00:00
golazeva-juha-natureta-415-g-,3.89,,Tus,2026-01-02 00:00:00
"GOLAŽ KOCKE DIVJI PRAŠIČ, NIMROD, 1KG",17.19,,Spar,2026-01-02 00:00:00
"GOLAŽ KOCKE SRNA, NIMROD, 1KG",22.29,,Spar,2026-01-02 00:00:00
"GOLAŽ MEŠANICA ZA ŽIVILA, KOTÁNYI, 26G",1.08,,Spar,2026-01-02 00:00:00
"GOLAŽEVA JUHA, KNORR, 60G",2.39,,Spar,2026-01-02 00:00:00
"GOLAŽEVA JUHA, S-BUDGET, 400G",1.29,,Spar,2026-01-02 00:00:00
gomolj-zelene-,1.63,,Tus,2026-01-02 00:00:00
gorcica--kremser-v-tubi-mautner-markhof-200-g,1.49,,Tus,2026-01-02 00:00:00
gorcica-podravka-estragon-350-g,2.29,,Tus,2026-01-02 00:00:00
gorcica-podravka-estragon-700-g,2.99,,Tus,2026-01-02 00:00:00
gorcica-s-hrenom-natureta-200-g,2.29,,Tus,2026-01-02 00:00:00
gorcica-thomy-700-g,5.29,,Tus,2026-01-02 00:00:00
gorcica-thomy-americano-190-g,2.39,,Tus,2026-01-02 00:00:00
gorcica-thomy-v-kozarcu-340-g,2.97,,Tus,2026-01-02 00:00:00
gorcica-tus-280g,1.25,,Tus,2026-01-02 00:00:00
gorcica-tus-680g,1.85,,Tus,2026-01-02 00:00:00
gorcica-z-zelenim-poprom-natureta-200-g,2.29,,Tus,2026-01-02 00:00:00
"GORČICA DELNO MLETA Z MEDOM, NATURETA, 230G",3.25,,Spar,2026-01-02 00:00:00
"GORČICA DIJON, MAUTNER MARKHOF, 200G",2.38,,Spar,2026-01-02 00:00:00
"GORČICA DIJON, SPAR, 200G",2.19,,Spar,2026-01-02 00:00:00
"GORČICA ESTRAGON SPAR, 200G",1.25,,Spar,2026-01-02 00:00:00
"GORČICA ESTRAGON, MAUTNER MARKHOF, 200G",1.38,,Spar,2026-01-02 00:00:00
"GORČICA ESTRAGON, PEKOČA IN ZAČINJENA, S-BUDGET, 330G",1,,Spar,2026-01-02 00:00:00
"GORČICA ESTRAGON, SPAR VITAL, 200G",1.29,,Spar,2026-01-02 00:00:00
"GORČICA KREMSER SPAR, 200G",1.25,,Spar,2026-01-02 00:00:00
"GORČICA KREMSER, BLAGA IN ZAČINJENA, S-BUDGET, 330G",1.19,,Spar,2026-01-02 00:00:00
"GORČICA NATURETA, 140G",1.3,,Spar,2026-01-02 00:00:00
"GORČICA NEMLETA POLNOZRNATA, NATURETA, 230G",2.99,,Spar,2026-01-02 00:00:00
"GORČICA ORIGINAL, MAUTNER MARKHOF, 200G",1.44,,Spar,2026-01-02 00:00:00
"GORČICA S ČEBULO, MAUTNER MARKHOF, 200G",2.15,,Spar,2026-01-02 00:00:00
"GORČICA S FEFERONI, MAUTNER MARKHOF, 200G",1.29,,Spar,2026-01-02 00:00:00
"GORČICA S HRENOM, NATURETA, 200G",2.18,,Spar,2026-01-02 00:00:00
"GORČICA S TARTUFI, SPAR PREMIUM, 150G",3.99,,Spar,2026-01-02 00:00:00
"GORČICA SPAR, 360G",0.99,,Spar,2026-01-02 00:00:00
"GORČICA THOMY, 200G",2.18,,Spar,2026-01-02 00:00:00
"GORČICA THOMY, 280G",2.79,,Spar,2026-01-02 00:00:00
"GORČICA THOMY, 340G, V KOZARCU",2.88,,Spar,2026-01-02 00:00:00
"GORČICA TINA, 700G",1.82,,Spar,2026-01-02 00:00:00
"GORČICA V KOZARCU THOMY, 700G",4.58,,Spar,2026-01-02 00:00:00
"GORČICA Z ZELENIM POPROM, NATURETA, 200G",2.19,,Spar,2026-01-02 00:00:00
"GORČICA, ETA, 360G",1.35,,Spar,2026-01-02 00:00:00
"GORČICA, GROBOZRNATA, A´LANCIENNE, CLOVIS, 200 G",2.45,,Spar,2026-01-02 00:00:00
"GORČIČNA SEMENA BELA, KOTÁNYI, 79G",2.08,,Spar,2026-01-02 00:00:00
"GORDON´S LONDON DRY GIN, 1L",25.65,,Spar,2026-01-02 00:00:00
"GORDON´S PREMIUM PINK GIN, 0,7L",22.68,,Spar,2026-01-02 00:00:00
gorenjska-klobasa-vakumsko-pakirano,9.99,,Tus,2026-01-02 00:00:00
"GORGONZOLA DESPAR PREMIUM, 200G",2.99,,Spar,2026-01-02 00:00:00
gorilec-elektronski-vestina-apolon-365-dni,8.29,,Tus,2026-01-02 00:00:00
gorilec-elektronski-vestina-apolon-z-motivi-120-dni,5.99,,Tus,2026-01-02 00:00:00
gorilec-elektronski-vestina-saturn-60-dni,6.68,,Tus,2026-01-02 00:00:00
gorilec-vestina-brez-baterije-elektronski-60-dni,9.79,,Tus,2026-01-02 00:00:00
GORILNI GEL 200 G,2.29,,Spar,2026-01-02 00:00:00
"GORSKI ČAJ ZELIŠČNI, SPAR, 20/1, 44G",1.03,,Spar,2026-01-02 00:00:00
"GOS GOLDENFOOD, CCA.3,2KG",7.99,,Spar,2026-01-02 00:00:00
"GOSJA PAŠTETA, JENSEN´S, 80G",2.59,,Spar,2026-01-02 00:00:00
"GOSPODINJSKE ROKAVICE M OPTIMUM, PEREX, 1PAR",1.69,,Spar,2026-01-02 00:00:00
"GOSPODINJSKE ROKAVICE S OPTIMUM, PEREX, 1PAR",1.69,,Spar,2026-01-02 00:00:00
"GOSPODINJSKE ROKAVICE XL OPTIMUM, PEREX, 1PAR",1.69,,Spar,2026-01-02 00:00:00
gospodinjske-rokavice-super-grip-vileda-l,4.49,,Tus,2026-01-02 00:00:00
gospodinjske-rokavice-super-grip-vileda-m,4.49,,Tus,2026-01-02 00:00:00
"GOTOVA OMAKA, TAJSKI RDEČI CURRY, SHAN´SHI, 120 G",2.79,,Spar,2026-01-02 00:00:00
"GOTOVA ZMES ZA KROFE, MLINOPEK, 1KG",2.19,,Spar,2026-01-02 00:00:00
gotova-zmes-hit-mix-krompirjevo-testo-500-g,2.89,,Tus,2026-01-02 00:00:00
gotzmes-zito--ovsena-s-semeni-500g,2.19,,Tus,2026-01-02 00:00:00
"GOURMET PAŠTETA KLASIK, ERAZEM STANONIK, 160G",3.99,,Spar,2026-01-02 00:00:00
"GOURMET PAŠTETA PIKANT, ERAZEM STANONIK, 160G",4.99,,Spar,2026-01-02 00:00:00
"GOURMET PAŠTETA S TARTUFI, ERAZEM STANONIK, 160G",4.99,,Spar,2026-01-02 00:00:00
gourmet-gold-za-macke-mokra-hrana-govedina-paradiznik-85-g,1.12,,Tus,2026-01-02 00:00:00
gourmet-gold-za-macke-mokra-hrana-govedina-pasteta-85-g,1.12,,Tus,2026-01-02 00:00:00
gourmet-gold-za-macke-mokra-hrana-jagnjetina-strocji-fizol-85-g,1.12,,Tus,2026-01-02 00:00:00
gourmet-gold-za-macke-mokra-hrana-piscanec-korenje-85-g,1.12,,Tus,2026-01-02 00:00:00
gourmet-mon-petit-tuna-losos-postrv-6x50g,3.19,,Tus,2026-01-02 00:00:00
gourmet-mon-petit-za-macke-mokra-hrana-govedina-teletina-jagnjetina-6-x-50-g,3.19,,Tus,2026-01-02 00:00:00
gourmet-perle-govedinapiscaneczajeclosos-4x85g,3.7,,Tus,2026-01-02 00:00:00
"GOVEDINA NATRGANA, TANN, 500G",10.99,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA PRIPRAVLJENA, DESPAR, 1L",1.39,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA S TESTENINAMI IN MESOM, PODRAVKA, 60G",1.28,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA S TESTENINAMI, KNORR, 101G",1.45,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA S TESTENINAMI, PODRAVKA, 65G",0.99,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA S TESTENINAMI, S-BUDGET, 60G",0.46,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA V KOCKI, MAGGI, 120G",2.38,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA Z REZANCI, MAGGI, 40G",0.98,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA Z REZANCI, MAGGI, 67G",1.38,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA Z ZVEZDICAMI, PODRAVKA, 52G",0.93,,Spar,2026-01-02 00:00:00
"GOVEJA JUHA, INSTANT, THAI CHEF, 60 G",1.18,,Spar,2026-01-02 00:00:00
"GOVEJA JUŠNA KOCKA RETRO, PODRAVKA, 60G",1.18,,Spar,2026-01-02 00:00:00
"GOVEJA JUŠNA KOCKA, KNORR, 12/1, 120G",2.49,,Spar,2026-01-02 00:00:00
"GOVEJA JUŠNA KOCKA, KNORR, 3X120G, XXL",4.98,,Spar,2026-01-02 00:00:00
"GOVEJA JUŠNA KOCKA, MAGGI, 3X120G, XXL",4.76,,Spar,2026-01-02 00:00:00
"Goveja jušna kocka, Mercator, 110 g",0.89,,Mercator,2026-01-02 00:00:00
"GOVEJA JUŠNA KOCKA, PODRAVKA, 12/1, 120G",2.49,,Spar,2026-01-02 00:00:00
"GOVEJA JUŠNA KOCKA, S-BUDGET, 10/1, 110G",0.5,,Spar,2026-01-02 00:00:00
"GOVEJA JUŠNA OSNOVA, KNORR, 8/1, 224G",3.48,,Spar,2026-01-02 00:00:00
"GOVEJA KLOBASA HALAL, LOŠKE MESNINE, 1KG",16.69,,Spar,2026-01-02 00:00:00
"GOVEJA KOCKA, VEGETA, 6/1, 60G",1.48,,Spar,2026-01-02 00:00:00
"GOVEJA LEDJA RUMP STEAK, TANN, 1KG",31.99,,Spar,2026-01-02 00:00:00
"GOVEJA LIČKA SOUS VIDE, KRAHULIK, 300G",6.99,,Spar,2026-01-02 00:00:00
"GOVEJA PAŠTETA S TARTUFI, ARGETA EXCLUSIVE, 95G",2.49,,Spar,2026-01-02 00:00:00
"GOVEJA SALAMA, S-BUDGET, CCA 600G",16.99,,Spar,2026-01-02 00:00:00
"GOVEJA ŽAR KLOBASA, ČADEŽ, 280G",6.99,,Spar,2026-01-02 00:00:00
goveja-juha-cnoodles-67-g,2.09,,Tus,2026-01-02 00:00:00
goveja-juha-maggi-v-kocki-120g,2.39,,Tus,2026-01-02 00:00:00
goveja-juha-s-testeninami-podravka-65-g,1,,Tus,2026-01-02 00:00:00
goveja-juha-z-mesom-in-testeninami-podravka-60-g,1.45,,Tus,2026-01-02 00:00:00
goveja-juha-z-rezanci-maggi-2--1-gratis-3-x-67-g-,2.78,,Tus,2026-01-02 00:00:00
goveja-juha-z-rezanci-maggi-67-g,1.39,,Tus,2026-01-02 00:00:00
goveja-juha-z-zvezdicami-podravka-52-g,0.93,,Tus,2026-01-02 00:00:00
goveja-kocka-knorr-120-g,2.49,,Tus,2026-01-02 00:00:00
goveja-kocka-podravka-120-g,2.59,,Tus,2026-01-02 00:00:00
goveja-kocka-podravka-120-g,2.49,,Tus,2026-01-02 00:00:00
goveja-kocka-tus-110-g,0.69,,Tus,2026-01-02 00:00:00
"GOVEJE HRENOVKE HALAL, LOŠKE MESNINE, 1KG",12.99,,Spar,2026-01-02 00:00:00
"GOVEJE KOCKE, S-BUDGET, 500G",6.29,,Spar,2026-01-02 00:00:00
"GOVEJE MESO - KROŽNIK ZA JUHO, Z´DEŽELE, 1KG",12.29,,Spar,2026-01-02 00:00:00
"GOVEJE MESO ZA JUHO Z JETRNIMI CMOKI, AVE, 1KG",10.29,,Spar,2026-01-02 00:00:00
"GOVEJE STEGNO GUSTO STEAK, TANN, 1KG",26.99,,Spar,2026-01-02 00:00:00
"GOVEJE STEGNO HUFT STEAK, TANN, 1KG",36.99,,Spar,2026-01-02 00:00:00
goveje-stegno-brez-kosti-si-ikat-vakpak,19.99,,Tus,2026-01-02 00:00:00
"GOVEJI BURGER RED ANGUS, SPAR BBQ, 1KG",15.89,,Spar,2026-01-02 00:00:00
"GOVEJI BURGER S SLANINO, KODILA, 160G",2.79,,Spar,2026-01-02 00:00:00
"GOVEJI BURGER Z ANGUSOM, Z´DEŽELE, 400G",7.29,,Spar,2026-01-02 00:00:00
"GOVEJI BURGER, SPAR BBQ, 1KG",13.99,,Spar,2026-01-02 00:00:00
"GOVEJI BURGER, SPAR PREMIUM, 300G",7.49,,Spar,2026-01-02 00:00:00
"GOVEJI ČEVAPČIČI HALAL, LOŠKE MESNINE, 400G",6.49,,Spar,2026-01-02 00:00:00
"GOVEJI ČEVAPČIČI SPAR BBQ, 480G",5.79,,Spar,2026-01-02 00:00:00
"GOVEJI GOLAŽ, GAVRILOVIĆ, 300G",4.25,,Spar,2026-01-02 00:00:00
"GOVEJI GOLAŽ, PODRAVKA, 200G",3.79,,Spar,2026-01-02 00:00:00
"GOVEJI GOLAŽ, PODRAVKA, 2X200G",6.37,,Spar,2026-01-02 00:00:00
"GOVEJI GOLAŽ, PODRAVKA, 300G",4.37,,Spar,2026-01-02 00:00:00
"GOVEJI GOLAŽ, S-BUDGET, 400G",1.99,,Spar,2026-01-02 00:00:00
"GOVEJI HAŠE, PODRAVKA, 200 G",2.47,,Spar,2026-01-02 00:00:00
"GOVEJI HRBET OSSO BUCO ZA JUH´CO, MESARSTVO BLATNIK, 1KG",17.79,,Spar,2026-01-02 00:00:00
"GOVEJI HRBET RIBEYE STEAK, TANN, 1KG",32.99,,Spar,2026-01-02 00:00:00
"GOVEJI HRBET ZA JUH´CO, MESARSTVO BLATNIK, 1KG",18.19,,Spar,2026-01-02 00:00:00
"GOVEJI OKUS FINI MINI NOODLES, PODRAVKA, 375G",2.99,,Spar,2026-01-02 00:00:00
"GOVEJI OKUS FINI MINI NOODLES, PODRAVKA, 75G",0.99,,Spar,2026-01-02 00:00:00
"GOVEJI TATARSKI BIFTEK, YOU&MEAT, 2X100G",7.99,,Spar,2026-01-02 00:00:00
"GOVEJI VAMPI KZ LAŠKO, 700G",8.39,,Spar,2026-01-02 00:00:00
"GOVEJI ZREZEK V ČEBULNI OMAKI TO GO, SPAR PREMIUM, 450G",9.99,,Spar,2026-01-02 00:00:00
"GOVEJI ZREZKI, S-BUDGET, 520G",8.99,,Spar,2026-01-02 00:00:00
goveji-golaz-podravka-200-g,3.9,,Tus,2026-01-02 00:00:00
goveji-golaz-podravka-300-g,4.39,,Tus,2026-01-02 00:00:00
goveji-golaz-tus-415-g-,2.89,,Tus,2026-01-02 00:00:00
goveji-hase-podravka-200-g-,2.49,,Tus,2026-01-02 00:00:00
goveji-narezek-gavrilovi-150-g-,3.19,,Tus,2026-01-02 00:00:00
goveji-narezek-kekec-145-g-,2.09,,Tus,2026-01-02 00:00:00
goveji-pikantni-golaz-podravka-300-g-,5.29,,Tus,2026-01-02 00:00:00
goveji-ribeye-steak-postrezno,23.99,,Tus,2026-01-02 00:00:00
goveji-tri-tip-steak,29.99,,Tus,2026-01-02 00:00:00
goveji-tus-steak,21.99,,Tus,2026-01-02 00:00:00
"GOZDNE BOROVNICE, NATURETA, 450G",11.98,,Spar,2026-01-02 00:00:00
"GOZDNE BOROVNICE, SPAR, 200G",2.29,,Spar,2026-01-02 00:00:00
"GOZDNE GOBE ZE-GO, 300G",3.78,,Spar,2026-01-02 00:00:00
"GOZDNI MED MEDEX, 900G, SLOVENIJA",17.48,,Spar,2026-01-02 00:00:00
"GOZDNI MED, AROMELLIS, 900G",16.99,,Spar,2026-01-02 00:00:00
"GOZDNI MED, BOŽNAR, 900G",16.59,,Spar,2026-01-02 00:00:00
"GOZDNI MED, MEDEX, 450G",7.75,,Spar,2026-01-02 00:00:00
"GOZDNI MED, MEDEX, 450G, SLOVENIJA",9.98,,Spar,2026-01-02 00:00:00
"GOZDNI MED, MEDEX, 900G",17.78,,Spar,2026-01-02 00:00:00
"GOZDNI MED, S-BUDGET, 500G",3.59,,Spar,2026-01-02 00:00:00
"GOZDNI MED, S-BUDGET, 900G",7.19,,Spar,2026-01-02 00:00:00
"GOZDNI MED, SPAR, 900G",11.99,,Spar,2026-01-02 00:00:00
"GOZDNI SADEŽI, NATURETA, 450G",6.99,,Spar,2026-01-02 00:00:00
"GOZDNI SADEŽI, SPAR, 250G",1.99,,Spar,2026-01-02 00:00:00
gozdni-med-medex-450g,7.77,,Tus,2026-01-02 00:00:00
gozdni-sadezi-natureta-450-g-zamrznjeno,6.99,,Tus,2026-01-02 00:00:00
grablje-5006,2.17,,Tus,2026-01-02 00:00:00
grablje-5007,2.71,,Tus,2026-01-02 00:00:00
grablje-5008,3.67,,Tus,2026-01-02 00:00:00
grablje-5009,4.17,,Tus,2026-01-02 00:00:00
grabljice-5002,2.17,,Tus,2026-01-02 00:00:00
"GRAFITNI SVINČNIK Z RADIRKO, SPAR OFFICE, 4/1",1.09,,Spar,2026-01-02 00:00:00
"GRAH BONDUELLE, 200G",1.28,,Spar,2026-01-02 00:00:00
"GRAH BONDUELLE, 400G",1.74,,Spar,2026-01-02 00:00:00
"GRAH DESPAR, 3X150G",2.29,,Spar,2026-01-02 00:00:00
"GRAH IN KORENČEK NATURETA, 540G",2.68,,Spar,2026-01-02 00:00:00
